task_id,horizon,agent_type,attempt,success,steps_taken,failure_type,strategies_used,elapsed_s,label
db_join_agg,8,strategy,2,False,8,other,2,100.12,Self-Improving (ours)
db_filter_summarize,8,strategy,2,True,8,,0,93.7,Self-Improving (ours)
fs_organize,8,strategy,3,False,8,repeated_action,3,108.49,Self-Improving (ours)
fs_nested,8,strategy,3,False,8,repeated_action,3,101.26,Self-Improving (ours)
fs_backup_clean,8,strategy,3,True,8,,1,94.72,Self-Improving (ours)
fs_dedup_archive,8,strategy,3,True,5,,0,59.82,Self-Improving (ours)
db_create_insert,8,strategy,3,False,8,other,1,95.31,Self-Improving (ours)
db_alter,8,strategy,3,True,7,,0,82.75,Self-Improving (ours)
db_join_agg,8,strategy,3,False,8,repeated_action,3,98.34,Self-Improving (ours)
db_filter_summarize,8,strategy,3,True,8,,0,94.77,Self-Improving (ours)
fs_organize,8,strategy,4,True,8,,3,118.98,Self-Improving (ours)
fs_nested,8,strategy,4,False,8,other,3,109.95,Self-Improving (ours)
fs_backup_clean,8,strategy,4,False,4,repeated_action,1,48.49,Self-Improving (ours)
fs_dedup_archive,8,strategy,4,True,8,,0,95.62,Self-Improving (ours)
db_create_insert,8,strategy,4,False,8,repeated_action,2,94.55,Self-Improving (ours)
db_alter,8,strategy,4,True,8,,0,93.55,Self-Improving (ours)
db_join_agg,8,strategy,4,False,8,repeated_action,3,96.15,Self-Improving (ours)
db_filter_summarize,8,strategy,4,False,2,other,0,21.89,Self-Improving (ours)
fs_organize,8,strategy,5,False,7,tool_misuse,3,82.58,Self-Improving (ours)
fs_nested,8,strategy,5,True,8,,3,94.68,Self-Improving (ours)
fs_backup_clean,8,strategy,5,True,7,,2,84.44,Self-Improving (ours)
fs_dedup_archive,8,strategy,5,True,8,,0,95.74,Self-Improving (ours)
db_create_insert,8,strategy,5,False,8,other,3,95.0,Self-Improving (ours)
db_alter,8,strategy,5,True,7,,0,82.5,Self-Improving (ours)
db_join_agg,8,strategy,5,False,8,repeated_action,3,97.07,Self-Improving (ours)
db_filter_summarize,8,strategy,5,True,6,,1,70.57,Self-Improving (ours)
fs_organize,12,strategy,0,False,4,other,3,49.84,Self-Improving (ours)
fs_nested,12,strategy,0,False,12,repeated_action,3,163.0,Self-Improving (ours)
fs_backup_clean,12,strategy,0,True,8,,2,90.19,Self-Improving (ours)
fs_dedup_archive,12,strategy,0,True,8,,0,92.95,Self-Improving (ours)
db_create_insert,12,strategy,0,True,10,,3,118.97,Self-Improving (ours)
db_alter,12,strategy,0,True,9,,0,108.21,Self-Improving (ours)
db_join_agg,12,strategy,0,False,12,repeated_action,3,216.12,Self-Improving (ours)
db_filter_summarize,12,strategy,0,True,7,,1,62.83,Self-Improving (ours)
fs_organize,12,strategy,1,False,12,repeated_action,3,415.62,Self-Improving (ours)
fs_nested,12,strategy,1,False,11,repeated_action,3,167.97,Self-Improving (ours)
fs_backup_clean,12,strategy,1,True,6,,2,71.23,Self-Improving (ours)
fs_dedup_archive,12,strategy,1,True,7,,0,83.82,Self-Improving (ours)
db_create_insert,12,strategy,1,True,11,,3,132.28,Self-Improving (ours)
db_alter,12,strategy,1,True,7,,0,83.36,Self-Improving (ours)
db_join_agg,12,strategy,1,False,5,other,3,60.77,Self-Improving (ours)
db_filter_summarize,12,strategy,1,True,6,,1,70.56,Self-Improving (ours)
fs_organize,12,strategy,2,False,12,repeated_action,3,143.11,Self-Improving (ours)
fs_nested,12,strategy,2,True,11,,3,154.5,Self-Improving (ours)
fs_backup_clean,12,strategy,2,True,6,,2,71.59,Self-Improving (ours)
fs_dedup_archive,12,strategy,2,True,7,,0,85.47,Self-Improving (ours)
db_create_insert,12,strategy,2,True,9,,3,107.19,Self-Improving (ours)
db_alter,12,strategy,2,True,7,,0,82.71,Self-Improving (ours)
db_join_agg,12,strategy,2,False,12,repeated_action,3,145.6,Self-Improving (ours)
db_filter_summarize,12,strategy,2,True,6,,1,71.43,Self-Improving (ours)
fs_organize,12,strategy,3,False,4,other,3,47.38,Self-Improving (ours)
fs_nested,12,strategy,3,False,5,other,3,59.38,Self-Improving (ours)
fs_backup_clean,12,strategy,3,True,7,,2,82.64,Self-Improving (ours)
fs_dedup_archive,12,strategy,3,True,11,,0,137.81,Self-Improving (ours)
db_create_insert,12,strategy,3,True,6,,3,65.73,Self-Improving (ours)
db_alter,12,strategy,3,True,7,,0,83.73,Self-Improving (ours)
db_join_agg,12,strategy,3,False,12,repeated_action,3,208.36,Self-Improving (ours)
db_filter_summarize,12,strategy,3,True,6,,1,52.51,Self-Improving (ours)
fs_organize,12,strategy,4,True,12,,3,195.17,Self-Improving (ours)
fs_nested,12,strategy,4,False,12,repeated_action,3,241.91,Self-Improving (ours)
fs_backup_clean,12,strategy,4,True,7,,2,93.34,Self-Improving (ours)
fs_dedup_archive,12,strategy,4,True,8,,0,96.14,Self-Improving (ours)
db_create_insert,12,strategy,4,True,6,,3,65.91,Self-Improving (ours)
db_alter,12,strategy,4,True,8,,0,99.99,Self-Improving (ours)
db_join_agg,12,strategy,4,False,12,repeated_action,3,168.67,Self-Improving (ours)
db_filter_summarize,12,strategy,4,True,5,,1,51.14,Self-Improving (ours)
fs_organize,12,strategy,5,False,12,repeated_action,3,197.78,Self-Improving (ours)
fs_nested,12,strategy,5,True,10,,3,141.19,Self-Improving (ours)
fs_backup_clean,12,strategy,5,True,6,,2,66.55,Self-Improving (ours)
fs_dedup_archive,12,strategy,5,True,8,,0,95.24,Self-Improving (ours)
db_create_insert,12,strategy,5,True,11,,3,132.95,Self-Improving (ours)
db_alter,12,strategy,5,True,7,,0,83.4,Self-Improving (ours)
db_join_agg,12,strategy,5,False,12,repeated_action,3,226.9,Self-Improving (ours)
db_filter_summarize,12,strategy,5,True,6,,1,45.65,Self-Improving (ours)
fs_organize,16,strategy,0,True,14,,3,198.25,Self-Improving (ours)
fs_nested,16,strategy,0,True,15,,3,303.46,Self-Improving (ours)
fs_backup_clean,16,strategy,0,True,7,,2,73.62,Self-Improving (ours)
fs_dedup_archive,16,strategy,0,True,6,,0,72.75,Self-Improving (ours)
db_create_insert,16,strategy,0,True,11,,3,131.59,Self-Improving (ours)
db_alter,16,strategy,0,True,7,,0,84.12,Self-Improving (ours)
db_join_agg,16,strategy,0,False,0,other,3,242.04,Self-Improving (ours)
db_filter_summarize,16,strategy,0,False,4,other,1,41.15,Self-Improving (ours)
fs_organize,16,strategy,1,True,13,,3,154.44,Self-Improving (ours)
fs_nested,16,strategy,1,True,16,,3,293.71,Self-Improving (ours)
fs_backup_clean,16,strategy,1,True,7,,2,80.47,Self-Improving (ours)
fs_dedup_archive,16,strategy,1,True,13,,0,327.6,Self-Improving (ours)
db_create_insert,16,strategy,1,True,12,,3,172.66,Self-Improving (ours)
db_alter,16,strategy,1,True,7,,0,78.57,Self-Improving (ours)
db_join_agg,16,strategy,1,False,16,repeated_action,3,300.92,Self-Improving (ours)
db_filter_summarize,16,strategy,1,True,10,,2,97.35,Self-Improving (ours)
fs_organize,16,strategy,2,True,15,,3,247.93,Self-Improving (ours)
fs_nested,16,strategy,2,False,7,tool_misuse,3,125.31,Self-Improving (ours)
fs_backup_clean,16,strategy,2,True,4,,2,32.66,Self-Improving (ours)
fs_dedup_archive,16,strategy,2,True,7,,0,90.46,Self-Improving (ours)
db_create_insert,16,strategy,2,True,12,,3,193.95,Self-Improving (ours)
db_alter,16,strategy,2,True,7,,0,85.27,Self-Improving (ours)
db_join_agg,16,strategy,2,False,0,other,3,121.39,Self-Improving (ours)
db_filter_summarize,16,strategy,2,True,6,,2,70.73,Self-Improving (ours)
fs_organize,16,strategy,3,True,15,,3,189.61,Self-Improving (ours)
fs_nested,16,strategy,3,True,10,,3,151.83,Self-Improving (ours)
fs_backup_clean,16,strategy,3,True,11,,2,195.02,Self-Improving (ours)
fs_dedup_archive,16,strategy,3,True,9,,0,153.56,Self-Improving (ours)
db_create_insert,16,strategy,3,True,10,,3,114.76,Self-Improving (ours)
db_alter,16,strategy,3,True,7,,0,83.09,Self-Improving (ours)
db_join_agg,16,strategy,3,False,8,repeated_action,3,96.42,Self-Improving (ours)
db_filter_summarize,16,strategy,3,True,11,,2,130.8,Self-Improving (ours)
fs_organize,16,strategy,4,False,11,repeated_action,3,241.87,Self-Improving (ours)
fs_nested,16,strategy,4,True,14,,3,150.27,Self-Improving (ours)
fs_backup_clean,16,strategy,4,True,7,,2,84.51,Self-Improving (ours)
fs_dedup_archive,16,strategy,4,True,7,,0,83.56,Self-Improving (ours)
db_create_insert,16,strategy,4,True,11,,3,132.17,Self-Improving (ours)
db_alter,16,strategy,4,True,8,,0,95.3,Self-Improving (ours)
db_join_agg,16,strategy,4,False,16,repeated_action,3,377.17,Self-Improving (ours)
db_filter_summarize,16,strategy,4,True,6,,2,50.16,Self-Improving (ours)
fs_organize,16,strategy,5,False,16,repeated_action,3,662.2,Self-Improving (ours)
fs_nested,16,strategy,5,True,16,,3,455.52,Self-Improving (ours)
fs_backup_clean,16,strategy,5,True,7,,2,76.28,Self-Improving (ours)
fs_dedup_archive,16,strategy,5,True,16,,0,375.8,Self-Improving (ours)
db_create_insert,16,strategy,5,True,12,,3,187.14,Self-Improving (ours)
db_alter,16,strategy,5,True,8,,0,90.47,Self-Improving (ours)
db_join_agg,16,strategy,5,False,0,other,3,95.99,Self-Improving (ours)
db_filter_summarize,16,strategy,5,True,6,,2,71.43,Self-Improving (ours)
fs_organize,20,strategy,0,True,14,,3,168.64,Self-Improving (ours)
fs_nested,20,strategy,0,False,8,repeated_action,3,95.98,Self-Improving (ours)
fs_backup_clean,20,strategy,0,True,7,,2,82.31,Self-Improving (ours)
fs_dedup_archive,20,strategy,0,True,7,,0,84.15,Self-Improving (ours)
db_create_insert,20,strategy,0,True,13,,3,186.12,Self-Improving (ours)
db_alter,20,strategy,0,True,7,,0,77.48,Self-Improving (ours)
db_join_agg,20,strategy,0,False,0,other,3,552.64,Self-Improving (ours)
db_filter_summarize,20,strategy,0,True,6,,2,59.26,Self-Improving (ours)
fs_organize,20,strategy,1,False,20,repeated_action,3,527.54,Self-Improving (ours)
fs_nested,20,strategy,1,False,10,repeated_action,3,142.91,Self-Improving (ours)
fs_backup_clean,20,strategy,1,True,18,,2,561.6,Self-Improving (ours)
fs_dedup_archive,20,strategy,1,True,10,,0,178.33,Self-Improving (ours)
db_create_insert,20,strategy,1,True,6,,3,62.11,Self-Improving (ours)
db_alter,20,strategy,1,True,7,,0,83.4,Self-Improving (ours)
db_join_agg,20,strategy,1,False,20,repeated_action,3,563.95,Self-Improving (ours)
db_filter_summarize,20,strategy,1,True,6,,2,50.8,Self-Improving (ours)
fs_organize,20,strategy,2,True,11,,3,132.26,Self-Improving (ours)
fs_nested,20,strategy,2,False,20,repeated_action,3,467.94,Self-Improving (ours)
fs_backup_clean,20,strategy,2,True,7,,2,9.8,Self-Improving (ours)
fs_dedup_archive,20,strategy,2,True,7,,0,54.61,Self-Improving (ours)
db_create_insert,20,strategy,2,True,6,,3,46.25,Self-Improving (ours)
db_alter,20,strategy,2,False,0,other,0,23.15,Self-Improving (ours)
db_join_agg,20,strategy,2,False,20,repeated_action,3,219.27,Self-Improving (ours)
db_filter_summarize,20,strategy,2,True,6,,2,8.36,Self-Improving (ours)
fs_organize,20,strategy,3,True,20,,3,276.91,Self-Improving (ours)
fs_nested,20,strategy,3,True,18,,3,122.47,Self-Improving (ours)
fs_backup_clean,20,strategy,3,True,6,,2,50.13,Self-Improving (ours)
fs_dedup_archive,20,strategy,3,True,8,,0,58.91,Self-Improving (ours)
db_create_insert,20,strategy,3,True,11,,3,80.39,Self-Improving (ours)
db_alter,20,strategy,3,True,7,,0,61.2,Self-Improving (ours)
db_join_agg,20,strategy,3,False,7,repeated_action,3,35.1,Self-Improving (ours)
db_filter_summarize,20,strategy,3,True,6,,2,59.22,Self-Improving (ours)
fs_organize,20,strategy,4,True,17,,3,490.67,Self-Improving (ours)
fs_nested,20,strategy,4,False,11,repeated_action,3,224.4,Self-Improving (ours)
fs_backup_clean,20,strategy,4,False,3,other,2,19.12,Self-Improving (ours)
fs_dedup_archive,20,strategy,4,True,11,,0,143.12,Self-Improving (ours)
db_create_insert,20,strategy,4,True,11,,3,117.74,Self-Improving (ours)
db_alter,20,strategy,4,True,12,,0,144.53,Self-Improving (ours)
db_join_agg,20,strategy,4,False,20,repeated_action,3,654.39,Self-Improving (ours)
db_filter_summarize,20,strategy,4,True,6,,2,47.39,Self-Improving (ours)
fs_organize,20,strategy,5,False,20,repeated_action,3,513.86,Self-Improving (ours)
fs_nested,20,strategy,5,True,12,,3,284.83,Self-Improving (ours)
fs_backup_clean,20,strategy,5,True,6,,3,65.1,Self-Improving (ours)
fs_dedup_archive,20,strategy,5,True,8,,0,93.87,Self-Improving (ours)
db_create_insert,20,strategy,5,True,12,,3,171.99,Self-Improving (ours)
db_alter,20,strategy,5,True,7,,0,77.32,Self-Improving (ours)
db_join_agg,20,strategy,5,False,2,other,3,23.93,Self-Improving (ours)
db_filter_summarize,20,strategy,5,True,6,,2,70.12,Self-Improving (ours)
